"surface","scope","file","line","object","occurrence_in_line","matched_text","variant","category","canonical_meaning","direct_M_shift","context"
"appendix-module","baseline","08_comparative_statics.tex","166","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\frac{x_i^*}{\nu\Omega_i}>0,"
"appendix-module","baseline","08_comparative_statics.tex","166","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\frac{x_i^*}{\nu\Omega_i}>0,"
"appendix-module","baseline","08_comparative_statics.tex","166","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\frac{x_i^*}{\nu\Omega_i}>0,"
"appendix-module","baseline","08_comparative_statics.tex","168","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\frac{\partial x_i^*}{\partial a_i}"
"appendix-module","baseline","08_comparative_statics.tex","168","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\frac{\partial x_i^*}{\partial a_i}"
"appendix-module","baseline","08_comparative_statics.tex","170","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\frac{x_i^*}{\nu a_i}>0,"
"appendix-module","baseline","08_comparative_statics.tex","170","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\frac{x_i^*}{\nu a_i}>0,"
"appendix-module","baseline","08_comparative_statics.tex","172","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\frac{\partial x_i^*}{\partial\kappa}"
"appendix-module","baseline","08_comparative_statics.tex","174","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","-\frac{x_i^*}{\nu\kappa}<0."
"appendix-module","baseline","08_comparative_statics.tex","179","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(\Omega_{i,p_m}=-\chi_i^E\) almost everywhere, so"
"appendix-module","baseline","08_comparative_statics.tex","181","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\left.\frac{\partial x_i^*}{\partial p_m}\right|_M"
"appendix-module","baseline","08_comparative_statics.tex","181","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\left.\frac{\partial x_i^*}{\partial p_m}\right|_M"
"appendix-module","baseline","08_comparative_statics.tex","183","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","-\frac{x_i^*}{\nu\Omega_i}\chi_i^E"
"appendix-module","baseline","08_comparative_statics.tex","183","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","-\frac{x_i^*}{\nu\Omega_i}\chi_i^E"
"appendix-module","baseline","08_comparative_statics.tex","183","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","-\frac{x_i^*}{\nu\Omega_i}\chi_i^E"
"appendix-module","baseline","08_comparative_statics.tex","189","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(\Omega_i\)."
"appendix-module","baseline","08_comparative_statics.tex","189","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\(\Omega_i\)."
"appendix-module","baseline","08_comparative_statics.tex","191","M","1","M","M","primitive parameter","binary institutional regime","policy object","For binary \(M\), define at a common support price"
"appendix-module","baseline","08_comparative_statics.tex","193","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i(p_m)"
"appendix-module","baseline","08_comparative_statics.tex","193","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i(p_m)"
"appendix-module","baseline","08_comparative_statics.tex","193","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\Delta\Omega_i(p_m)"
"appendix-module","baseline","08_comparative_statics.tex","195","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","195","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","195","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","195","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","195","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","195","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","\int[W_i^E(q,m;1,p_m)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","199","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\Delta x_i(p_m)"
"appendix-module","baseline","08_comparative_statics.tex","199","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\Delta x_i(p_m)"
"appendix-module","baseline","08_comparative_statics.tex","201","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\left(\frac{\beta a_i}{\kappa}\right)^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","203","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","(\Omega_i^0+\Delta\Omega_i(p_m))^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","203","a_i","2","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","(\Omega_i^0+\Delta\Omega_i(p_m))^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","203","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","(\Omega_i^0+\Delta\Omega_i(p_m))^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","203","Omega_i","2","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","(\Omega_i^0+\Delta\Omega_i(p_m))^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","203","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","(\Omega_i^0+\Delta\Omega_i(p_m))^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","204","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","-(\Omega_i^0)^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","204","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","-(\Omega_i^0)^{1/\nu}"
"appendix-module","baseline","08_comparative_statics.tex","209","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","It is strict if and only if \(\Delta\Omega_i(p_m)>0\)."
"appendix-module","baseline","08_comparative_statics.tex","209","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","It is strict if and only if \(\Delta\Omega_i(p_m)>0\)."
"appendix-module","baseline","08_comparative_statics.tex","209","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","It is strict if and only if \(\Delta\Omega_i(p_m)>0\)."
"appendix-module","baseline","08_comparative_statics.tex","212","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","The partials require \(\Omega_i>0\). At the zero-value corner, \(x_i^*=0\);"
"appendix-module","baseline","08_comparative_statics.tex","212","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","The partials require \(\Omega_i>0\). At the zero-value corner, \(x_i^*=0\);"
"appendix-module","baseline","08_comparative_statics.tex","212","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","The partials require \(\Omega_i>0\). At the zero-value corner, \(x_i^*=0\);"
"appendix-module","baseline","08_comparative_statics.tex","213","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","global monotonicity follows directly from the closed form. Higher \(a_i\)"
"appendix-module","baseline","08_comparative_statics.tex","225","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a larger project-advancement response among high-\(a_i\) developers for which"
"appendix-module","baseline","08_comparative_statics.tex","234","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","For a supplier with \(p_m>0\), vary only candidate price or efficiency while"
"appendix-module","baseline","08_comparative_statics.tex","236","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","differentiation of \(p_m=\Psi_s(s_j^*;z_j)\) gives"
"appendix-module","baseline","08_comparative_statics.tex","238","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\frac{\partial s_j^*}{\partial p_m}"
"appendix-module","baseline","08_comparative_statics.tex","253","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\frac{\partial D_m^{\mathrm{MAH}}}{\partial p_m}"
"appendix-module","baseline","08_comparative_statics.tex","255","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\int a_i"
"appendix-module","baseline","08_comparative_statics.tex","257","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\frac{\partial x_i^*}{\partial p_m}\chi_i^E"
"appendix-module","baseline","08_comparative_statics.tex","257","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\frac{\partial x_i^*}{\partial p_m}\chi_i^E"
"appendix-module","baseline","08_comparative_statics.tex","259","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","x_i^*\frac{\partial\chi_i^E}{\partial p_m}"
"appendix-module","baseline","08_comparative_statics.tex","259","x_i","1","x_i^*","optimized","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","x_i^*\frac{\partial\chi_i^E}{\partial p_m}"
"appendix-module","baseline","08_comparative_statics.tex","273","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(Z(p_m)=D_m(p_m)-S_m(p_m)=0\) at the unique equilibrium gives"
"appendix-module","baseline","08_comparative_statics.tex","273","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(Z(p_m)=D_m(p_m)-S_m(p_m)=0\) at the unique equilibrium gives"
"appendix-module","baseline","08_comparative_statics.tex","273","p_m","3","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(Z(p_m)=D_m(p_m)-S_m(p_m)=0\) at the unique equilibrium gives"
"appendix-module","baseline","08_comparative_statics.tex","274","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(S_{m,p}-D_{m,p}>0\) and"
"appendix-module","baseline","08_comparative_statics.tex","274","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\(S_{m,p}-D_{m,p}>0\) and"
"appendix-module","baseline","08_comparative_statics.tex","276","p_m","1","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","dp_m^*"
"appendix-module","baseline","08_comparative_statics.tex","279","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","{S_{m,p}-D_{m,p}}."
"appendix-module","baseline","08_comparative_statics.tex","279","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","{S_{m,p}-D_{m,p}}."
"appendix-module","baseline","08_comparative_statics.tex","284","M","1","M","M","primitive parameter","binary institutional regime","policy object","This formula is not applied to binary \(M\)."
"appendix-module","baseline","08_comparative_statics.tex","304","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Let \(p_m^h=p_m^*(h)\) for \(h\in\{0,1\}\). Supply technology, the supplier"
"appendix-module","baseline","08_comparative_statics.tex","304","p_m","2","p_m^*","equilibrium-starred","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Let \(p_m^h=p_m^*(h)\) for \(h\in\{0,1\}\). Supply technology, the supplier"
"appendix-module","baseline","08_comparative_statics.tex","306","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(D_m^{\mathrm{MAH}}(p_m;0)=0\), market clearing at \(p_m^0\) implies"
"appendix-module","baseline","08_comparative_statics.tex","306","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\(D_m^{\mathrm{MAH}}(p_m;0)=0\), market clearing at \(p_m^0\) implies"
"appendix-module","baseline","08_comparative_statics.tex","308","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Z_1(p_m^0)=D_m^{\mathrm{MAH}}(p_m^0;1)\geq0."
"appendix-module","baseline","08_comparative_statics.tex","308","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Z_1(p_m^0)=D_m^{\mathrm{MAH}}(p_m^0;1)\geq0."
"appendix-module","baseline","08_comparative_statics.tex","312","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","p_m^1\geq p_m^0,"
"appendix-module","baseline","08_comparative_statics.tex","312","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","p_m^1\geq p_m^0,"
"appendix-module","baseline","08_comparative_statics.tex","314","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","p_m^1>p_m^0"
"appendix-module","baseline","08_comparative_statics.tex","314","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","p_m^1>p_m^0"
"appendix-module","baseline","08_comparative_statics.tex","316","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","D_m^{\mathrm{MAH}}(p_m^0;1)>0."
"appendix-module","baseline","08_comparative_statics.tex","319","M","1","M","M","primitive parameter","binary institutional regime","policy object","No derivative with respect to \(M\) is used."
"appendix-module","baseline","08_comparative_statics.tex","323","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i^{\mathrm{dir}}"
"appendix-module","baseline","08_comparative_statics.tex","323","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{dir}}"
"appendix-module","baseline","08_comparative_statics.tex","325","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","325","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","325","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","325","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","325","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","325","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","\int[W_i^E(q,m;1,p_m^0)-W_i^0(q,m)]_+\,dF,"
"appendix-module","baseline","08_comparative_statics.tex","328","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_comparative_statics.tex","328","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_comparative_statics.tex","330","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","330","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","330","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","330","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","330","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","330","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","\int[W_i^E(q,m;1,p_m^1)-W_i^0(q,m)]_+\,dF."
"appendix-module","baseline","08_comparative_statics.tex","332","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","Because \(W_{i,p_m}^E=-b(m)<0\), the price order yields"
"appendix-module","baseline","08_comparative_statics.tex","332","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","Because \(W_{i,p_m}^E=-b(m)<0\), the price order yields"
"appendix-module","baseline","08_comparative_statics.tex","334","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","0\leq\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_comparative_statics.tex","334","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","0\leq\Delta\Omega_i^{\mathrm{eq}}"
"appendix-module","baseline","08_comparative_statics.tex","335","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\leq\Delta\Omega_i^{\mathrm{dir}}."
"appendix-module","baseline","08_comparative_statics.tex","335","Omega_i","1","\Omega_i","\Omega_i","endogenous firm-level object","expected optimized value per planning-stage project","indirect only","\leq\Delta\Omega_i^{\mathrm{dir}}."
"appendix-module","baseline","08_comparative_statics.tex","341","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","0\leq\Delta x_i^{\mathrm{eq}}"
"appendix-module","baseline","08_comparative_statics.tex","342","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\leq\Delta x_i^{\mathrm{dir}}."
"appendix-module","baseline","08_comparative_statics.tex","349","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","demand at \(p_m^0\). A developer's equilibrium gain is zero when the"
"appendix-module","baseline","08_comparative_statics.tex","350","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","entrusted option remains below its old-route maximum at \(p_m^1\). Scarcity"
"appendix-module","baseline","08_comparative_statics.tex","367","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\(a_i\), project distributions, realization probabilities, technologies and"
"appendix-module","baseline","08_comparative_statics.tex","373","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Lambda_i^{\mathrm{plan}}"
"appendix-module","baseline","08_comparative_statics.tex","375","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_i\Delta x_i^{\mathrm{eq}}\geq0."
"appendix-module","baseline","08_comparative_statics.tex","375","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_i\Delta x_i^{\mathrm{eq}}\geq0."
"appendix-module","baseline","08_comparative_statics.tex","382","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\int s(q)"
"appendix-module","baseline","08_comparative_statics.tex","382","s(q)","1","s(q)","s(q)","primitive parameter/function","exogenous downstream realization probability","no","\int s(q)"
"appendix-module","baseline","08_comparative_statics.tex","391","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_comparative_statics.tex","391","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_comparative_statics.tex","391","x_i","2","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_i(x_i^1-x_i^0)Q_i^{\mathrm{ret},0}"
"appendix-module","baseline","08_comparative_statics.tex","393","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","a_ix_i^1"
"appendix-module","baseline","08_comparative_statics.tex","393","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","a_ix_i^1"
"appendix-module","baseline","08_comparative_statics.tex","400","x_i","1","x_i","control","control / optimized control","original-drug innovation investment / project-advancement intensity","through Omega_i only","\(\rho_gF_g\) and the common \(x_i\), not a class-specific control."
"appendix-module","baseline","08_comparative_statics.tex","421","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","\paragraph{Internal capability \(k_i\to\infty\).}"
"appendix-module","baseline","08_comparative_statics.tex","424","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","condition, \(\Delta_{IE}>0\) for sufficiently large \(k_i\). This is a relative"
"appendix-module","baseline","08_comparative_statics.tex","428","k_i","1","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","If \(k_i<\underline{k}(m)\), then \(F_I(m,k_i)=+\infty\) and"
"appendix-module","baseline","08_comparative_statics.tex","428","k_i","2","k_i","k_i","exogenous firm characteristic","internal manufacturing capability","no","If \(k_i<\underline{k}(m)\), then \(F_I(m,k_i)=+\infty\) and"
"appendix-module","baseline","08_comparative_statics.tex","428","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(k_i<\underline{k}(m)\), then \(F_I(m,k_i)=+\infty\) and"
"appendix-module","baseline","08_comparative_statics.tex","428","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(k_i<\underline{k}(m)\), then \(F_I(m,k_i)=+\infty\) and"
"appendix-module","baseline","08_comparative_statics.tex","429","W_I","1","W_i^I","W_i^I","endogenous route-level object","internal-manufacturing route value","indirect only","\(W_i^I=-\infty\). Route \(I\) is infeasible rather than merely unattractive."
"appendix-module","baseline","08_comparative_statics.tex","432","M","1","M","M","primitive parameter","binary institutional regime","policy object","When \(M=0\), \(\tau_E(0)=+\infty\), so \(W_i^E=-\infty\),"
"appendix-module","baseline","08_comparative_statics.tex","432","tau_E","1","\tau_E","\tau_E","primitive parameter","institutional barrier on retained entrusted route E","yes, through M only","When \(M=0\), \(\tau_E(0)=+\infty\), so \(W_i^E=-\infty\),"
"appendix-module","baseline","08_comparative_statics.tex","432","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","When \(M=0\), \(\tau_E(0)=+\infty\), so \(W_i^E=-\infty\),"
"appendix-module","baseline","08_comparative_statics.tex","437","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","Because \(b(m)>0\),"
"appendix-module","baseline","08_comparative_statics.tex","439","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","\lim_{p_m\to\infty}W_i^E(q,m;1,p_m)=-\infty."
"appendix-module","baseline","08_comparative_statics.tex","439","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\lim_{p_m\to\infty}W_i^E(q,m;1,p_m)=-\infty."
"appendix-module","baseline","08_comparative_statics.tex","439","p_m","2","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\lim_{p_m\to\infty}W_i^E(q,m;1,p_m)=-\infty."
"appendix-module","baseline","08_comparative_statics.tex","439","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","\lim_{p_m\to\infty}W_i^E(q,m;1,p_m)=-\infty."
"appendix-module","baseline","08_comparative_statics.tex","439","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","\lim_{p_m\to\infty}W_i^E(q,m;1,p_m)=-\infty."
"appendix-module","baseline","08_comparative_statics.tex","443","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","\lim_{p_m\to\infty}"
"appendix-module","baseline","08_comparative_statics.tex","444","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i(q,m;1,p_m)"
"appendix-module","baseline","08_comparative_statics.tex","444","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","W_i(q,m;1,p_m)"
"appendix-module","baseline","08_comparative_statics.tex","444","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i(q,m;1,p_m)"
"appendix-module","baseline","08_comparative_statics.tex","446","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","W_i^0(q,m)."
"appendix-module","baseline","08_comparative_statics.tex","446","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","W_i^0(q,m)."
"appendix-module","baseline","08_comparative_statics.tex","453","m","1","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","453","m","2","m","m","exogenous project characteristic","manufacturing requirement/complexity","no","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","453","p_m","1","p_m","candidate-or-generic","equilibrium price / candidate price","qualified manufacturing-service capacity price","no","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","453","q","1","q","q","exogenous project characteristic","commercial/scientific value shifter","no","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","453","q","2","q","q","exogenous project characteristic","commercial/scientific value shifter","no","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","453","W_E","1","W_i^E","W_i^E","endogenous route-level object","retained entrusted-manufacturing route value","through tau_E only","If \(W_i^E(q,m;1,p_m)\leq W_i^0(q,m)\) for every draw, then"
"appendix-module","baseline","08_comparative_statics.tex","455","a_i","1","a_i","a_i","exogenous firm characteristic","research capability for viable planning-stage projects","no","\Delta\Omega_i(p_m)=0,"
